status,age,customer_value,FN,FP,seconds_of_use,call_failure,complains,subs_len,charge_amount,freq_of_use,freq_of_sms,distinct_call_nums,tariff_plan,ageGroup,Churn
1,29,237,205.632,72.848,10435,19,0,31,7,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,5818,11,0,31,0,54.0,21.0,21.0,1,2,1
1,25,237,205.632,72.848,2840,0,0,29,0,54.0,21.0,21.0,1,2,0
1,22,237,205.632,72.848,2990,7,1,30,0,54.0,21.0,21.0,1,2,1
1,25,237,205.632,72.848,2268,7,1,31,0,54.0,21.0,21.0,1,2,1
1,21,237,205.632,72.848,0,0,1,31,0,54.0,21.0,21.0,1,2,1
1,26,237,205.632,72.848,1668,0,0,31,0,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,6785,1,0,28,0,54.0,21.0,21.0,1,2,0
1,29,237,205.632,72.848,628,0,0,31,0,54.0,21.0,21.0,1,2,1
1,28,237,205.632,72.848,338,0,0,31,0,54.0,21.0,21.0,1,2,0
1,28,237,205.632,72.848,16075,23,0,26,2,54.0,21.0,21.0,1,2,0
1,29,237,205.632,72.848,6965,4,0,29,2,54.0,21.0,21.0,2,2,0
1,22,237,205.632,72.848,3718,0,0,31,0,54.0,21.0,21.0,1,2,0
1,25,237,205.632,72.848,1665,1,0,30,0,54.0,21.0,21.0,1,2,0
1,26,237,205.632,72.848,2780,4,0,31,0,54.0,21.0,21.0,1,2,0
1,26,237,205.632,72.848,1315,2,0,22,0,54.0,21.0,21.0,2,2,0
1,20,237,205.632,72.848,1568,2,0,21,0,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,700,9,0,22,0,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,825,0,0,21,0,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,1225,8,0,20,0,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,3225,0,0,20,0,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,1695,0,0,13,0,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,6392,14,0,12,0,54.0,21.0,21.0,2,2,0
1,17,237,205.632,72.848,8932,10,0,10,0,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,2852,6,0,11,2,54.0,21.0,21.0,1,2,0
1,26,237,205.632,72.848,4390,0,0,4,0,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,1487,1,0,4,0,54.0,21.0,21.0,1,2,1
1,25,237,205.632,72.848,4370,10,0,43,1,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,318,2,0,44,0,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,2453,12,0,42,1,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,4198,12,0,43,1,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,2393,5,0,43,1,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,3775,13,0,43,2,54.0,21.0,21.0,1,2,0
1,19,237,205.632,72.848,2360,6,0,43,1,54.0,21.0,21.0,1,2,0
1,22,237,205.632,72.848,9115,15,0,42,3,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,13773,9,0,43,1,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,4515,9,0,43,2,54.0,21.0,21.0,1,2,0
1,26,237,205.632,72.848,5918,8,0,43,1,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,2238,11,1,43,0,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,15140,27,0,43,4,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,3095,6,0,43,2,54.0,21.0,21.0,1,2,0
1,22,237,205.632,72.848,15485,11,0,42,1,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,6500,5,0,42,2,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,875,2,0,42,0,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,710,4,0,43,0,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,0,0,0,42,0,54.0,21.0,21.0,1,2,1
1,19,237,205.632,72.848,7508,5,0,42,1,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,11465,9,0,42,2,54.0,21.0,21.0,1,2,0
1,22,237,205.632,72.848,6718,10,0,42,2,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,955,25,1,38,0,54.0,21.0,21.0,1,2,1
1,21,237,205.632,72.848,10435,23,0,41,9,54.0,21.0,21.0,2,2,0
1,27,237,205.632,72.848,5818,15,0,41,2,54.0,21.0,21.0,1,2,0
1,22,237,205.632,72.848,2840,3,0,39,1,54.0,21.0,21.0,1,2,0
1,22,237,205.632,72.848,2990,11,0,40,0,54.0,21.0,21.0,1,2,1
1,26,237,205.632,72.848,2268,11,1,41,0,54.0,21.0,21.0,1,2,1
1,29,237,205.632,72.848,133,2,0,41,0,54.0,21.0,21.0,1,2,1
1,26,237,205.632,72.848,1668,3,0,41,1,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,6785,5,0,38,2,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,628,2,0,41,0,54.0,21.0,21.0,1,2,1
1,21,237,205.632,72.848,338,2,0,41,2,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,16075,27,0,36,4,54.0,21.0,21.0,1,2,0
1,19,237,205.632,72.848,6965,8,0,39,4,54.0,21.0,21.0,2,2,0
1,16,237,205.632,72.848,3718,4,0,41,1,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,1665,5,0,40,0,54.0,21.0,21.0,1,2,0
1,19,237,205.632,72.848,2780,8,0,41,1,54.0,21.0,21.0,1,2,0
1,17,237,205.632,72.848,1315,6,1,32,2,54.0,21.0,21.0,2,2,1
1,22,237,205.632,72.848,1568,6,0,31,1,54.0,21.0,21.0,1,2,0
1,29,237,205.632,72.848,700,13,0,32,0,54.0,21.0,21.0,1,2,0
1,17,237,205.632,72.848,825,2,0,31,0,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,1225,12,0,30,1,54.0,21.0,21.0,1,2,0
1,19,237,205.632,72.848,3225,4,0,30,1,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,1695,4,0,23,1,54.0,21.0,21.0,1,2,0
1,17,237,205.632,72.848,6392,18,0,22,2,54.0,21.0,21.0,2,2,0
1,19,237,205.632,72.848,8932,14,0,20,1,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,2852,10,0,21,4,54.0,21.0,21.0,1,2,0
1,17,237,205.632,72.848,4390,4,0,14,2,54.0,21.0,21.0,1,2,0
1,25,237,205.632,72.848,1487,5,1,14,2,54.0,21.0,21.0,1,2,1
1,29,237,205.632,72.848,5080,14,0,39,1,54.0,21.0,21.0,1,2,0
1,21,237,205.632,72.848,1028,6,0,40,0,54.0,21.0,21.0,1,2,0
1,26,237,205.632,72.848,3163,16,0,38,1,54.0,21.0,21.0,1,2,0
1,26,237,205.632,72.848,4908,16,0,39,1,54.0,21.0,21.0,1,2,0
1,19,237,205.632,72.848,3103,9,0,39,1,54.0,21.0,21.0,1,2,0
1,18,237,205.632,72.848,4485,17,0,39,2,54.0,21.0,21.0,1,2,0
1,17,237,205.632,72.848,3070,10,0,39,1,54.0,21.0,21.0,1,2,0
1,25,237,205.632,72.848,9825,19,0,38,3,54.0,21.0,21.0,1,2,0
1,26,237,205.632,72.848,14483,13,0,39,1,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,5225,13,0,39,2,54.0,21.0,21.0,1,2,0
1,17,237,205.632,72.848,6628,12,0,39,1,54.0,21.0,21.0,1,2,0
1,27,237,205.632,72.848,2948,15,0,39,0,54.0,21.0,21.0,1,2,0
1,25,237,205.632,72.848,15850,31,1,39,4,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,3805,10,0,39,2,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,16195,15,0,38,1,54.0,21.0,21.0,1,2,0
1,23,237,205.632,72.848,7210,9,0,38,2,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,1585,6,0,38,0,54.0,21.0,21.0,1,2,0
1,24,237,205.632,72.848,1420,8,0,39,0,54.0,21.0,21.0,1,2,0
1,26,237,205.632,72.848,710,6,0,38,0,54.0,21.0,21.0,1,2,1
1,27,237,205.632,72.848,8218,9,0,38,1,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,12175,13,0,38,2,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,7428,14,0,38,2,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,1665,29,1,34,0,54.0,21.0,21.0,1,2,1
1,24,237,205.632,72.848,11145,27,0,37,9,54.0,21.0,21.0,2,2,0
1,20,237,205.632,72.848,6528,19,0,37,2,54.0,21.0,21.0,1,2,0
1,20,237,205.632,72.848,3550,7,0,35,1,54.0,21.0,21.0,1,2,0
1,22,237,205.632,72.848,3700,15,1,36,0,54.0,21.0,21.0,1,2,1
1,21,237,205.632,72.848,2978,15,1,37,0,54.0,21.0,21.0,1,2,1
1,20,237,205.632,72.848,843,6,0,37,0,54.0,21.0,21.0,1,2,1
1,26,237,205.632,72.848,2378,7,0,37,1,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,7495,9,0,34,2,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,1338,6,1,37,0,54.0,21.0,21.0,1,2,1
1,18,237,205.632,72.848,1048,6,0,37,2,54.0,21.0,21.0,1,2,0
1,16,237,205.632,72.848,16785,31,1,32,4,54.0,21.0,21.0,1,2,0
1,22,237,205.632,72.848,7675,12,1,35,4,54.0,21.0,21.0,2,2,0
2,19,237,205.632,72.848,4428,8,0,37,1,54.0,21.0,21.0,1,2,0
2,24,237,205.632,72.848,2375,9,0,36,0,54.0,21.0,21.0,1,2,0
2,18,237,205.632,72.848,3490,12,0,37,1,54.0,21.0,21.0,1,2,0
2,23,237,205.632,72.848,2025,10,0,28,2,54.0,21.0,21.0,2,2,0
2,16,237,205.632,72.848,2278,10,0,27,1,54.0,21.0,21.0,1,2,0
2,19,237,205.632,72.848,1410,17,0,28,0,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,1535,6,0,27,0,54.0,21.0,21.0,1,2,0
2,21,237,205.632,72.848,1935,16,0,26,1,54.0,21.0,21.0,1,2,0
2,17,237,205.632,72.848,3935,8,0,26,1,54.0,21.0,21.0,1,2,0
2,23,237,205.632,72.848,2405,8,0,19,1,54.0,21.0,21.0,1,2,0
2,21,237,205.632,72.848,7102,22,0,18,2,54.0,21.0,21.0,2,2,0
2,22,237,205.632,72.848,9642,18,0,16,1,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,3562,14,0,17,4,54.0,21.0,21.0,2,2,0
2,22,237,205.632,72.848,5100,8,0,10,2,54.0,21.0,21.0,1,2,0
2,16,237,205.632,72.848,2197,9,0,10,2,54.0,21.0,21.0,1,2,1
2,24,237,205.632,72.848,3660,2,0,37,0,54.0,21.0,21.0,1,2,0
2,16,237,205.632,72.848,0,0,0,38,0,54.0,21.0,21.0,1,2,0
2,24,237,205.632,72.848,1743,4,0,36,0,54.0,21.0,21.0,1,2,0
2,29,237,205.632,72.848,3488,4,0,37,0,54.0,21.0,21.0,1,2,0
2,28,237,205.632,72.848,1683,0,0,37,0,54.0,21.0,21.0,1,2,0
2,19,237,205.632,72.848,3065,5,0,37,0,54.0,21.0,21.0,1,2,0
2,22,237,205.632,72.848,1650,0,0,37,0,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,8405,7,0,36,1,54.0,21.0,21.0,1,2,0
2,24,237,205.632,72.848,13063,1,0,37,0,54.0,21.0,21.0,1,2,0
2,16,237,205.632,72.848,3805,1,0,37,0,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,5208,0,0,37,0,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,1528,3,0,37,0,54.0,21.0,21.0,1,2,0
2,20,237,205.632,72.848,14430,19,0,37,2,54.0,21.0,21.0,1,2,0
2,26,237,205.632,72.848,2385,0,0,37,0,54.0,21.0,21.0,1,2,0
2,22,237,205.632,72.848,14775,3,0,36,0,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,5790,0,0,36,0,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,165,0,0,36,0,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,0,0,0,37,0,54.0,21.0,21.0,1,2,0
2,18,237,205.632,72.848,0,0,0,36,0,54.0,21.0,21.0,1,2,1
2,26,237,205.632,72.848,6798,0,0,36,0,54.0,21.0,21.0,1,2,0
2,20,237,205.632,72.848,10755,1,0,36,0,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,6008,2,0,36,0,54.0,21.0,21.0,1,2,0
2,21,237,205.632,72.848,245,17,0,32,0,54.0,21.0,21.0,1,2,1
2,25,237,205.632,72.848,9725,15,0,35,7,54.0,21.0,21.0,1,2,0
2,16,237,205.632,72.848,5108,7,0,35,0,54.0,21.0,21.0,1,2,1
2,28,237,205.632,72.848,2130,0,0,33,0,54.0,21.0,21.0,1,2,0
2,24,237,205.632,72.848,2280,3,1,34,0,54.0,21.0,21.0,1,2,1
2,19,237,205.632,72.848,1558,3,0,35,0,54.0,21.0,21.0,1,2,1
2,19,237,205.632,72.848,0,0,0,35,0,54.0,21.0,21.0,1,2,1
2,16,237,205.632,72.848,958,0,0,35,0,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,6075,0,0,32,0,54.0,21.0,21.0,1,2,0
2,18,237,205.632,72.848,0,0,0,35,0,54.0,21.0,21.0,1,2,1
2,18,237,205.632,72.848,0,0,0,35,0,54.0,21.0,21.0,1,2,0
2,24,237,205.632,72.848,15365,19,0,30,2,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,6255,0,0,33,2,54.0,21.0,21.0,2,2,0
2,21,237,205.632,72.848,3008,0,0,35,0,54.0,21.0,21.0,1,2,0
2,16,237,205.632,72.848,955,0,0,34,0,54.0,21.0,21.0,1,2,0
2,22,237,205.632,72.848,2070,0,0,35,0,54.0,21.0,21.0,1,2,0
2,28,237,205.632,72.848,605,0,0,26,0,54.0,21.0,21.0,2,2,0
2,27,237,205.632,72.848,858,0,0,25,0,54.0,21.0,21.0,1,2,0
2,16,237,205.632,72.848,0,0,0,26,0,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,0,0,0,25,0,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,515,4,0,24,0,54.0,21.0,21.0,1,2,0
2,23,237,205.632,72.848,2515,0,0,24,0,54.0,21.0,21.0,1,2,0
2,29,237,205.632,72.848,985,0,0,17,0,54.0,21.0,21.0,1,2,0
2,24,237,205.632,72.848,5682,10,0,16,0,54.0,21.0,21.0,2,2,0
2,27,237,205.632,72.848,8222,6,0,14,0,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,2142,2,0,15,2,54.0,21.0,21.0,1,2,0
2,17,237,205.632,72.848,3680,0,0,8,0,54.0,21.0,21.0,1,2,0
2,18,237,205.632,72.848,777,0,0,8,0,54.0,21.0,21.0,1,2,1
2,17,237,205.632,72.848,4370,8,0,38,0,54.0,21.0,21.0,1,2,0
2,21,237,205.632,72.848,318,0,0,39,0,54.0,21.0,21.0,1,2,0
2,17,237,205.632,72.848,2453,10,0,37,0,54.0,21.0,21.0,1,2,0
2,26,237,205.632,72.848,4198,10,0,38,0,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,2393,3,0,38,0,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,3775,11,0,38,1,54.0,21.0,21.0,1,2,0
2,28,237,205.632,72.848,2360,4,0,38,0,54.0,21.0,21.0,1,2,0
2,28,237,205.632,72.848,9115,13,0,37,2,54.0,21.0,21.0,1,2,0
2,28,237,205.632,72.848,13773,7,0,38,0,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,4515,7,0,38,1,54.0,21.0,21.0,1,2,0
2,16,237,205.632,72.848,5918,6,0,38,0,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,2238,9,1,38,0,54.0,21.0,21.0,1,2,0
2,28,237,205.632,72.848,15140,25,0,38,3,54.0,21.0,21.0,1,2,0
2,29,237,205.632,72.848,3095,4,0,38,1,54.0,21.0,21.0,1,2,0
2,28,237,205.632,72.848,15485,9,0,37,0,54.0,21.0,21.0,1,2,0
2,19,237,205.632,72.848,6500,3,0,37,1,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,875,0,0,37,0,54.0,21.0,21.0,1,2,0
2,21,237,205.632,72.848,710,2,0,38,0,54.0,21.0,21.0,1,2,0
2,29,237,205.632,72.848,0,0,0,37,0,54.0,21.0,21.0,1,2,1
2,27,237,205.632,72.848,7508,3,0,37,0,54.0,21.0,21.0,1,2,0
2,22,237,205.632,72.848,11465,7,0,37,1,54.0,21.0,21.0,1,2,0
2,16,237,205.632,72.848,6718,8,0,37,1,54.0,21.0,21.0,1,2,0
2,26,237,205.632,72.848,955,23,0,33,0,54.0,21.0,21.0,1,2,1
2,26,237,205.632,72.848,10435,21,1,36,8,54.0,21.0,21.0,1,2,0
2,24,237,205.632,72.848,5818,13,0,36,1,54.0,21.0,21.0,1,2,1
2,20,237,205.632,72.848,2840,1,0,34,0,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,2990,9,1,35,0,54.0,21.0,21.0,1,2,1
2,17,237,205.632,72.848,2268,9,0,36,0,54.0,21.0,21.0,1,2,1
2,18,237,205.632,72.848,133,0,0,36,0,54.0,21.0,21.0,1,2,1
2,20,237,205.632,72.848,1668,1,0,36,0,54.0,21.0,21.0,1,2,0
2,29,237,205.632,72.848,6785,3,0,33,1,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,628,0,0,36,0,54.0,21.0,21.0,1,2,1
2,29,237,205.632,72.848,338,0,0,36,1,54.0,21.0,21.0,1,2,0
2,17,237,205.632,72.848,16075,25,0,31,3,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,6965,6,0,34,3,54.0,21.0,21.0,2,2,0
2,25,237,205.632,72.848,3718,2,0,36,0,54.0,21.0,21.0,1,2,0
2,28,237,205.632,72.848,1665,3,0,35,0,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,2780,6,0,36,0,54.0,21.0,21.0,1,2,0
2,24,237,205.632,72.848,1315,4,1,27,1,54.0,21.0,21.0,2,2,1
2,26,237,205.632,72.848,1568,4,0,26,0,54.0,21.0,21.0,1,2,0
2,28,237,205.632,72.848,700,11,0,27,0,54.0,21.0,21.0,1,2,0
2,17,237,205.632,72.848,825,0,0,26,0,54.0,21.0,21.0,1,2,0
2,16,237,205.632,72.848,1225,10,0,25,0,54.0,21.0,21.0,1,2,0
2,18,237,205.632,72.848,3225,2,0,25,0,54.0,21.0,21.0,1,2,0
2,21,237,205.632,72.848,1695,2,0,18,0,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,6392,16,0,17,1,54.0,21.0,21.0,2,2,0
2,19,237,205.632,72.848,8932,12,0,15,0,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,2852,8,0,16,3,54.0,21.0,21.0,1,2,0
2,18,237,205.632,72.848,4390,2,0,9,1,54.0,21.0,21.0,1,2,0
2,18,237,205.632,72.848,1487,3,0,9,1,54.0,21.0,21.0,1,2,1
2,22,237,205.632,72.848,4370,8,0,38,0,54.0,21.0,21.0,1,2,0
2,22,237,205.632,72.848,318,0,0,39,0,54.0,21.0,21.0,1,2,0
2,16,237,205.632,72.848,2453,10,0,37,0,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,4198,10,0,38,0,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,2393,3,0,38,0,54.0,21.0,21.0,1,2,0
2,29,237,205.632,72.848,3775,11,0,38,1,54.0,21.0,21.0,1,2,0
2,28,237,205.632,72.848,2360,4,0,38,0,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,9115,13,0,37,2,54.0,21.0,21.0,1,2,0
2,28,237,205.632,72.848,13773,7,0,38,0,54.0,21.0,21.0,1,2,0
2,21,237,205.632,72.848,4515,7,0,38,1,54.0,21.0,21.0,1,2,0
2,26,237,205.632,72.848,5918,6,0,38,0,54.0,21.0,21.0,1,2,0
2,20,237,205.632,72.848,2238,9,1,38,0,54.0,21.0,21.0,1,2,0
2,21,237,205.632,72.848,15140,25,0,38,3,54.0,21.0,21.0,1,2,0
2,28,237,205.632,72.848,3095,4,0,38,1,54.0,21.0,21.0,1,2,0
2,28,237,205.632,72.848,15485,9,0,37,0,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,6500,3,0,37,1,54.0,21.0,21.0,1,2,0
2,21,237,205.632,72.848,875,0,0,37,0,54.0,21.0,21.0,1,2,0
2,17,237,205.632,72.848,710,2,0,38,0,54.0,21.0,21.0,1,2,0
2,20,237,205.632,72.848,0,0,0,37,0,54.0,21.0,21.0,1,2,1
2,27,237,205.632,72.848,7508,3,0,37,0,54.0,21.0,21.0,1,2,0
2,17,237,205.632,72.848,11465,7,0,37,1,54.0,21.0,21.0,1,2,0
2,20,237,205.632,72.848,6718,8,0,37,1,54.0,21.0,21.0,1,2,0
2,23,237,205.632,72.848,955,23,1,33,0,54.0,21.0,21.0,1,2,1
2,18,237,205.632,72.848,10435,21,0,36,8,54.0,21.0,21.0,1,2,0
2,21,237,205.632,72.848,5818,13,1,36,1,54.0,21.0,21.0,1,2,1
2,24,237,205.632,72.848,2840,1,0,34,0,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,2990,9,0,35,0,54.0,21.0,21.0,1,2,1
2,23,237,205.632,72.848,2268,9,0,36,0,54.0,21.0,21.0,1,2,1
2,26,237,205.632,72.848,133,0,0,36,0,54.0,21.0,21.0,1,2,1
2,18,237,205.632,72.848,1668,1,0,36,0,54.0,21.0,21.0,1,2,0
2,29,237,205.632,72.848,6785,3,0,33,1,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,628,0,0,36,0,54.0,21.0,21.0,1,2,1
2,20,237,205.632,72.848,338,0,0,36,1,54.0,21.0,21.0,1,2,0
2,22,237,205.632,72.848,16075,25,1,31,3,54.0,21.0,21.0,1,2,0
2,19,237,205.632,72.848,6965,6,0,34,3,54.0,21.0,21.0,2,2,0
2,28,237,205.632,72.848,3718,2,0,36,0,54.0,21.0,21.0,1,2,0
2,24,237,205.632,72.848,1665,3,0,35,0,54.0,21.0,21.0,1,2,0
2,29,237,205.632,72.848,2780,6,0,36,0,54.0,21.0,21.0,1,2,0
2,23,237,205.632,72.848,1315,4,0,27,1,54.0,21.0,21.0,2,2,0
2,22,237,205.632,72.848,1568,4,0,26,0,54.0,21.0,21.0,1,2,0
2,18,237,205.632,72.848,700,11,0,27,0,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,825,0,0,26,0,54.0,21.0,21.0,1,2,0
2,26,237,205.632,72.848,1225,10,0,25,0,54.0,21.0,21.0,1,2,0
2,20,237,205.632,72.848,3225,2,0,25,0,54.0,21.0,21.0,1,2,0
2,18,237,205.632,72.848,1695,2,0,18,0,54.0,21.0,21.0,1,2,0
2,20,237,205.632,72.848,6392,16,0,17,1,54.0,21.0,21.0,2,2,0
2,16,237,205.632,72.848,8932,12,0,15,0,54.0,21.0,21.0,1,2,0
2,28,237,205.632,72.848,2852,8,0,16,3,54.0,21.0,21.0,1,2,0
2,19,237,205.632,72.848,4390,2,0,9,1,54.0,21.0,21.0,1,2,0
2,23,237,205.632,72.848,1487,3,1,9,1,54.0,21.0,21.0,1,2,1
2,26,237,205.632,72.848,4065,3,0,36,0,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,0,0,0,37,0,54.0,21.0,21.0,1,2,0
2,26,237,205.632,72.848,2148,5,0,35,0,54.0,21.0,21.0,1,2,0
2,24,237,205.632,72.848,3893,5,0,36,0,54.0,21.0,21.0,1,2,0
2,17,237,205.632,72.848,2088,0,0,36,0,54.0,21.0,21.0,1,2,0
2,16,237,205.632,72.848,3470,6,0,36,0,54.0,21.0,21.0,1,2,0
2,23,237,205.632,72.848,2055,0,0,36,0,54.0,21.0,21.0,1,2,0
2,29,237,205.632,72.848,8810,8,0,35,1,54.0,21.0,21.0,1,2,0
2,17,237,205.632,72.848,13468,2,0,36,0,54.0,21.0,21.0,1,2,0
2,16,237,205.632,72.848,4210,2,0,36,0,54.0,21.0,21.0,1,2,0
2,22,237,205.632,72.848,5613,1,0,36,0,54.0,21.0,21.0,1,2,0
2,18,237,205.632,72.848,1933,4,0,36,0,54.0,21.0,21.0,1,2,0
2,29,237,205.632,72.848,14835,20,0,36,2,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,2790,0,0,36,0,54.0,21.0,21.0,1,2,0
2,22,237,205.632,72.848,15180,4,0,35,0,54.0,21.0,21.0,1,2,0
2,20,237,205.632,72.848,6195,0,0,35,0,54.0,21.0,21.0,1,2,0
2,27,237,205.632,72.848,570,0,0,35,0,54.0,21.0,21.0,1,2,0
2,24,237,205.632,72.848,405,0,0,36,0,54.0,21.0,21.0,1,2,0
2,21,237,205.632,72.848,0,0,0,35,0,54.0,21.0,21.0,1,2,1
2,29,237,205.632,72.848,7203,0,0,35,0,54.0,21.0,21.0,1,2,0
2,26,237,205.632,72.848,11160,2,0,35,0,54.0,21.0,21.0,1,2,0
2,29,237,205.632,72.848,6413,3,0,35,0,54.0,21.0,21.0,1,2,0
2,18,237,205.632,72.848,650,18,0,31,0,54.0,21.0,21.0,1,2,1
2,22,237,205.632,72.848,10130,16,0,34,7,54.0,21.0,21.0,1,2,0
2,22,237,205.632,72.848,5513,8,1,34,0,54.0,21.0,21.0,1,2,1
2,19,237,205.632,72.848,2535,0,0,32,0,54.0,21.0,21.0,1,2,0
2,25,237,205.632,72.848,2685,4,0,33,0,54.0,21.0,21.0,1,2,1
2,26,237,205.632,72.848,1963,4,0,34,0,54.0,21.0,21.0,1,2,1
2,25,237,205.632,72.848,0,0,1,34,0,54.0,21.0,21.0,1,2,1
2,17,237,205.632,72.848,1363,0,0,34,0,54.0,21.0,21.0,1,2,0
2,18,237,205.632,72.848,6480,0,0,31,0,54.0,21.0,21.0,1,2,0
2,24,237,205.632,72.848,323,0,0,34,0,54.0,21.0,21.0,1,2,1
2,28,237,205.632,72.848,0,0,0,34,0,54.0,21.0,21.0,1,2,0
2,29,237,205.632,72.848,15770,20,0,29,2,54.0,21.0,21.0,1,2,0
2,16,237,205.632,72.848,6660,1,0,32,2,54.0,21.0,21.0,2,2,0
2,16,237,205.632,72.848,3413,0,0,34,0,54.0,21.0,21.0,1,2,0
2,21,237,205.632,72.848,1360,0,0,33,0,54.0,21.0,21.0,1,2,0
2,21,237,205.632,72.848,2475,1,0,34,0,54.0,21.0,21.0,1,2,0
2,16,237,205.632,72.848,1010,0,1,25,0,54.0,21.0,21.0,2,2,1
2,19,237,205.632,72.848,1263,0,0,24,0,54.0,21.0,21.0,1,2,0
2,21,237,205.632,72.848,395,6,0,25,0,54.0,21.0,21.0,1,2,0
2,29,237,205.632,72.848,520,0,0,24,0,54.0,21.0,21.0,1,2,0
2,19,237,205.632,72.848,920,5,0,23,0,54.0,21.0,21.0,1,2,0
2,21,237,205.632,72.848,2920,0,0,23,0,54.0,21.0,21.0,1,2,0
2,20,237,205.632,72.848,1390,0,0,16,0,54.0,21.0,21.0,1,2,0
2,17,237,205.632,72.848,6088,11,0,15,0,54.0,21.0,21.0,2,2,0
2,17,237,205.632,72.848,8628,7,0,13,0,54.0,21.0,21.0,1,2,0
2,29,237,205.632,72.848,2548,3,0,14,2,54.0,21.0,21.0,1,2,0
